,id,title,overview,popularity,release_date,vote_average,vote_count,genre_ids,genres
91,173705,Female Teacher: In Front of the Students,"The lovely Reiko has taken a new teaching job at a creepy old high school.  She is an extremely attractive woman and the young students in her class have fallen for her.  One night, after tennis practice, she is brutally assaulted in the locker room shower by a man with a stocking over his face.  Left on the floor naked and in shock, she discovers a single puzzle piece left behind by the crazed man.  A few days later, a pair of students enact a perverted sexual revenge on Reiko for kicking someone off the tennis team.  Could one of these students be the man who brutalized her in the locker room?  Who owns the strange puzzle piece?  As the mystery unfolds, Reiko must come to terms with her own sexual urges and fate.",275.47,1982-04-09,7.0,14,"[18, 9648, 27]","['Drama', 'Mystery', 'Horror']"
92,637649,Wrath of Man,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",268.231,2021-04-22,7.632,5250,"[80, 28, 53]","['Crime', 'Action', 'Thriller']"
93,1079485,Winnie-the-Pooh: Blood and Honey 2,"Five months following the murders, Christopher Robin struggles to maintain a regular life while dealing with PTSD. However, deep within the 100-Acre-Wood, a destructive rage grows as Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",225.424,2024-03-26,6.2,273,"[27, 53]","['Horror', 'Thriller']"
94,1047373,The Silent Hour,"While working a case as an interpreter, a hearing-impaired police detective must confront a group of criminals trying to eliminate a deaf murder witness in her apartment building.",215.295,2024-10-03,6.5,60,"[80, 53, 28]","['Crime', 'Thriller', 'Action']"
95,1147710,Hijack 1971,"Pilots Tae-in and Gyu-sik are set to fly to Gimpo. Under the guidance of flight attendant Ok-soon, passengers are busy boarding. However, shortly after takeoff, a homemade bomb explodes, turning the cabin into chaos.",274.65,2024-06-21,6.1,72,"[28, 53, 80]","['Action', 'Thriller', 'Crime']"
96,464026,Let's Go To Rose Motel,"Seong-soo hasn't had any physical contact with his girlfriend yet after 6 months of being together so he's always excited to see her. One day, Seong-soo succeeds in getting Min-ae into Rose Motel. When he is about to shower, Seong-soo discovers a small hole in the wall leading to the next room and watches the couple next door having intercourse. Seong-soo continues to watch out of curiosity but realizes he just watched celebrity Sara giving sexual favors to a big shot politician...",206.603,2013-08-14,4.0,1,"[18, 10749]","['Drama', 'Romance']"
97,786892,Furiosa: A Mad Max Saga,"As the world fell, young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance, Furiosa must survive many trials as she puts together the means to find her way home.",240.33,2024-05-22,7.5,3427,"[28, 878, 12]","['Action', 'Science Fiction', 'Adventure']"
98,1114513,Speak No Evil,"When an American family is invited to spend the weekend at the idyllic country estate of a charming British family they befriended on vacation, what begins as a dream holiday soon warps into a snarled psychological nightmare.",202.636,2024-09-11,7.3,918,"[27, 53]","['Horror', 'Thriller']"
99,1087822,Hellboy: The Crooked Man,"Hellboy and a rookie BPRD agent get stranded in 1950s rural Appalachia. There, they discover a small community haunted by witches, led by a local devil with a troubling connection to Hellboy's past: the Crooked Man.",224.959,2024-08-29,5.4,283,"[14, 27, 28]","['Fantasy', 'Horror', 'Action']"
100,1249532,Rippy,"Young police officer Maddy is determined to live up to her deceased father's legacy. Her courage is put to the test when locals are found brutally ripped to shreds by the zombie kangaroo. As the undead beast leaves a trail of carnage, Maddy, with the help of her eccentric Uncle Schmitty and resilient Aunt Donna, must embark on a high-stakes battle to save the town.",213.207,2024-10-25,4.7,19,"[27, 9648]","['Horror', 'Mystery']"
101,243352,Where Hope Grows,"Calvin Campbell is a former professional baseball player sent to an early retirement due to his panic attacks at the plate. Even though he had all the talent for the big leagues, he struggles with the curveballs life has thrown him. Today, he mindlessly sleepwalks through his days and the challenge of raising his teenager daughter. His life is in a slow downward spiral when it is suddenly awakened and invigorated by the most unlikely person – Produce, a young-man with Down syndrome who works at the local grocery store.",194.754,2014-04-06,6.8,82,[18],['Drama']
102,588648,Dragonkeeper,"Set in Han Imperial China, the plot follows the adventures of enslaved girl Ping with ancient dragon Long Danzi. Dragons had been banished from the kingdom. Ping, an orphan, finds one of the last remaining dragon eggs. Palace guards force Ping to run away in order to return the dragon egg to the ocean and save all dragons from extinction. Ping discovers that she is a true Dragonkeeper.",236.388,2024-04-11,7.478,137,"[28, 12, 16, 10751, 14]","['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']"
103,974950,Emilia Pérez,"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",215.276,2024-08-21,7.842,307,"[18, 53]","['Drama', 'Thriller']"
104,939243,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",258.109,2024-12-19,0.0,0,"[28, 12, 35, 10751, 878]","['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']"
105,385687,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",243.599,2023-05-17,7.082,5558,"[28, 80, 53]","['Action', 'Crime', 'Thriller']"
106,929590,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",193.845,2024-04-10,6.908,2770,"[10752, 28, 18]","['War', 'Action', 'Drama']"
107,1129598,Prey,A young couple is compelled to leave their Christian missionary station in the Kalahari Desert after being threatened with death by an extremist militant gang. After crashing their aircraft they must battle man and beast for their lives.,213.697,2024-03-15,6.3,277,"[28, 53, 27]","['Action', 'Thriller', 'Horror']"
108,1059264,The Inseparables,"The animated buddy movie follows the misadventures of Don, a runaway puppet with boundless imaginations, and DJ Doggy Dog, an abandoned plush looking for a friend, who cross paths in Central Park and team up against all odds for a epic friendship adventure in New York.",177.346,2023-09-01,6.5,35,"[16, 12, 35, 10751]","['Animation', 'Adventure', 'Comedy', 'Family']"
109,3933,Corpse Bride,"In a 19th-century European village, a young man about to be married is whisked away to the underworld and wed to a mysterious corpse bride, while his real bride waits bereft in the land of the living.",195.941,2005-09-12,7.581,9272,"[10749, 14, 16]","['Romance', 'Fantasy', 'Animation']"
110,1215162,Kill 'em All 2,"Phillip and Suzanne are retired from the spy game, living peacefully off the grid. That's until their whereabouts are discovered by Vlad, the vengeful brother of their target from the first film.",192.873,2024-09-24,6.7,122,"[28, 80, 53]","['Action', 'Crime', 'Thriller']"
111,693134,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",238.532,2024-02-27,8.2,5587,"[878, 12]","['Science Fiction', 'Adventure']"
112,1147400,"Miraculous World: Paris, Tales of Shadybug and Claw Noir","Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?",243.749,2023-10-21,7.2,511,"[16, 12, 28, 14, 10751]","['Animation', 'Adventure', 'Action', 'Fantasy', 'Family']"
113,1139095,Little Bites,"Mindy, a young widow and mother who tries to protect her daughter Alice from a flesh eating monster named Agyar. Mindy has been secretly sacrificing her own life by allowing the creature to feast on her body as she keeps Alice hidden away at her grandmother’s house.",313.086,2024-10-04,6.4,25,[27],['Horror']
114,155,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",336.56,2008-07-16,8.517,32870,"[18, 28, 80, 53]","['Drama', 'Action', 'Crime', 'Thriller']"
115,299536,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",200.1,2018-04-25,8.2,29696,"[12, 28, 878]","['Adventure', 'Action', 'Science Fiction']"
